mean_predicted,fraction_positive
0.09130695808703172,0.09532430730478589
0.11223235897200598,0.1358085002442599
0.13282254128135182,0.15477293790546803
0.15668583564280159,0.1909740908741447
0.18094485520754894,0.2188622754491018
0.1965230877629996,0.24347530391906827
0.224692843908757,0.29466718567536004
0.27125382235256984,0.328888119154832
0.2900579731009457,0.37971698113207547
0.3787860010984436,0.47430986659622243
