Origin,Dest,flights,delay_rate,avg_arr_delay,avg_risk,distance,route_share_to_dest,route_share_from_origin
BOS,IAH,390,0.1641025641025641,10.061538461538461,0.16889814838438916,1597.0,0.021406224271365057,0.016650300986210134
BOS,JFK,1376,0.19040697674418605,12.625,0.19041321159974023,187.0,0.07953297497254494,0.0587456773257055
BOS,LAS,355,0.22253521126760564,15.250704225352113,0.2115282651226348,2381.0,0.014432067647776242,0.015156043205396406
BOS,LAX,906,0.1467991169977925,11.24944812362031,0.15955588433758505,2611.0,0.03111691166369007,0.0386799299833497
BOS,LGA,1885,0.1660477453580902,14.055702917771884,0.15394045762509756,184.0,0.09250625705452226,0.08047645476668232
BOS,MCO,1308,0.31345565749235477,25.34480122324159,0.25414013579244427,1121.0,0.047695449241540254,0.05584254792298168
BOS,MDW,245,0.15510204081632653,8.473469387755102,0.1716631433356278,861.0,0.02389311488199727,0.010459804465696112
BOS,MIA,1025,0.24,17.550243902439025,0.2183148375617302,1258.0,0.048406139315230225,0.04376040643811638
BOS,MSP,470,0.1127659574468085,12.270212765957448,0.13667379369596594,1124.0,0.031029246715521226,0.020065747342355805
BOS,ORD,1369,0.12052593133674215,12.45653761869978,0.13819354344532195,867.0,0.0446364525595044,0.05844682576954276
BOS,PHL,1047,0.15663801337153774,12.99235912129895,0.16221852168819856,280.0,0.07114705082902963,0.04469965418605644
BOS,PHX,546,0.1282051282051282,15.824175824175825,0.15556584248822938,2300.0,0.021804241044686715,0.02331042138069419
BOS,SAN,295,0.13898305084745763,11.291525423728814,0.162098662234478,2588.0,0.02089531095055957,0.012594458438287154
BOS,SEA,490,0.12857142857142856,9.871428571428572,0.15275878772748624,2496.0,0.02848671588861113,0.020919608931392223
BOS,SFO,867,0.25144175317185696,16.645905420991927,0.23216695772269888,2704.0,0.044892041629990165,0.03701489988472868
BOS,SLC,286,0.16083916083916083,8.590909090909092,0.14099806272460388,2105.0,0.017929910350448247,0.012210220723220765
BOS,TPA,660,0.2727272727272727,21.095454545454544,0.22799292079522704,1185.0,0.04277381723914452,0.02817743243820177
BWI,ATL,1301,0.196771714066103,12.377401998462721,0.20125896106799404,577.0,0.037626167683720395,0.10451478149100257
BWI,AUS,302,0.23509933774834438,13.248344370860927,0.24685515704835592,1342.0,0.020279344614558152,0.024260925449871466
BWI,BNA,409,0.21026894865525672,10.792176039119804,0.21173298687171094,587.0,0.024905614419680915,0.03285668380462725
BWI,BOS,822,0.20559610705596107,11.985401459854014,0.23081915248245297,369.0,0.03501000894416287,0.06603470437017994
BWI,CLT,654,0.19571865443425077,12.662079510703364,0.20415382178108568,361.0,0.030512270224876365,0.05253856041131105
BWI,DAL,387,0.24806201550387597,13.328165374677003,0.2576485781561617,1209.0,0.0434245960502693,0.031089331619537273
BWI,DEN,663,0.18099547511312217,10.699849170437405,0.19340908271553964,1491.0,0.021226188570513848,0.05326156812339332
BWI,DFW,374,0.23529411764705882,25.727272727272727,0.2656921156831846,1217.0,0.013581726404473981,0.03004498714652956
BWI,DTW,446,0.2062780269058296,13.159192825112108,0.22743047909136907,409.0,0.02578183710041043,0.03582904884318766
BWI,FLL,1004,0.2958167330677291,19.528884462151396,0.25531773724390233,925.0,0.055402273479748375,0.08065552699228792
BWI,IAH,195,0.11282051282051282,5.364102564102564,0.151053114253964,1235.0,0.010703112135682528,0.01566516709511568
BWI,JFK,172,0.18604651162790697,21.656976744186046,0.1826835732045411,184.0,0.009941621871568117,0.013817480719794344
BWI,LAS,405,0.24691358024691357,14.007407407407408,0.2568695591939327,2106.0,0.016464753231970077,0.0325353470437018
BWI,LAX,356,0.1853932584269663,8.814606741573034,0.18071670991796943,2329.0,0.012226954251957687,0.02859897172236504
BWI,MCO,1438,0.25938803894297635,18.421418636995828,0.22971840827597106,787.0,0.05243582263710619,0.11552056555269923
BWI,MDW,370,0.1972972972972973,11.156756756756756,0.2017151785934198,611.0,0.03608347961771016,0.029723650385604112
BWI,MIA,708,0.2627118644067797,19.406779661016948,0.2669714354259116,946.0,0.03343565525383707,0.05687660668380463
