Origin,Dest,flights,delay_rate,avg_arr_delay,avg_risk,distance,route_share_to_dest,route_share_from_origin
BNA,PHL,567,0.16225749559082892,13.306878306878307,0.18110793112107343,675.0,0.038529491709703725,0.03459426479560708
BNA,PHX,534,0.1797752808988764,12.677902621722847,0.20389928828284173,1449.0,0.0213250269557925,0.03258084197681513
BNA,SAN,179,0.18435754189944134,10.871508379888269,0.18796760097531584,1751.0,0.012678849695424281,0.010921293471629042
BNA,SEA,267,0.1198501872659176,7.273408239700374,0.14873782398559626,1978.0,0.015522353351549329,0.016290420988407564
BNA,SFO,120,0.375,32.108333333333334,0.22352144877889452,1969.0,0.006213431367472687,0.007321537522879805
BNA,SLC,242,0.10743801652892562,7.169421487603306,0.12935254744119193,1404.0,0.01517146260422544,0.01476510067114094
BNA,TPA,540,0.19444444444444445,12.472222222222221,0.20055447461242437,612.0,0.03499675955930007,0.03294691885295912
BOS,ATL,1031,0.1483996120271581,11.642095053346265,0.15337715802249105,946.0,0.029817508748590103,0.044016564914827305
BOS,AUS,310,0.18064516129032257,11.977419354838709,0.210457508605231,1698.0,0.020816545796400753,0.013234854630064467
BOS,BNA,483,0.13250517598343686,9.598343685300208,0.1613911534844043,942.0,0.029411764705882353,0.020620757375229476
BOS,BWI,806,0.1513647642679901,9.03349875930521,0.15805261852482205,369.0,0.06455229857440334,0.03441062203816761
BOS,CLT,1105,0.1583710407239819,12.567420814479638,0.16619785077094962,728.0,0.05155360641970701,0.04717585279426205
BOS,DCA,2267,0.15394794883105425,11.778120864578739,0.15360876307119922,399.0,0.12728804042672656,0.09678521111727789
BOS,DEN,695,0.14244604316546763,8.407194244604316,0.14735816420294648,1754.0,0.02225068032655675,0.029671690219015497
BOS,DFW,845,0.1952662721893491,17.614201183431952,0.21415527996098555,1562.0,0.030685986127755385,0.03607565213678863
BOS,DTW,603,0.15422885572139303,12.14759535655058,0.14909565935991625,632.0,0.03485750621423204,0.02574392690944798
BOS,EWR,903,0.10299003322259136,6.276854928017719,0.10797789345560337,200.0,0.04890068233510235,0.03855185074499424
BOS,FLL,855,0.3111111111111111,24.350877192982455,0.24356064159869034,1237.0,0.04718022293345105,0.036502582931306836
